original_language,original_title,popularity,release_date,runtime,title,vote_average,vote_count,price
en,In the Heat of the Night,9.059617,02/08/1967,109,In the Heat of the Night,7.5,207,7.99
en,Midnight Cowboy,10.579988,25/05/1969,113,Midnight Cowboy,7.4,307,6.99
en,The French Connection,6.694959,09/10/1971,104,The French Connection,7.4,435,6.99
en,Rocky,14.774066,21/11/1976,119,Rocky,7.5,1843,7.99
en,Kramer vs. Kramer,9.741644,18/12/1979,105,Kramer vs. Kramer,7.4,483,6.99
en,Ordinary People,8.934661,19/09/1980,124,Ordinary People,7.4,147,6.99
en,The Last Emperor,11.076971,21/10/1987,163,The Last Emperor,7.4,362,6.99
en,Rain Man,11.267467,11/12/1988,133,Rain Man,7.6,1762,7.99
en,Labyrinth,13.009688,27/06/1986,101,Labyrinth,7.1,618,6.99
en,The Breakfast Club,12.627678,15/02/1985,97,The Breakfast Club,7.8,2189,7.99
en,Halloween,13.672759,25/10/1978,91,Halloween,7.4,1066,6.99
en,Poltergeist,11.776326,04/06/1982,114,Poltergeist,7.1,811,6.99
en,The Exorcist,12.137595,26/12/1973,122,The Exorcist,7.5,2046,7.99
en,The Goonies,14.280703,06/06/1985,114,The Goonies,7.4,1563,6.99
en,Back to the Future Part II,13.689855,20/11/1989,108,Back to the Future Part II,7.4,3926,6.99
en,Back to the Future Part III,13.043999,25/05/1990,118,Back to the Future Part III,7.1,2978,6.99
en,The Poseidon Adventure,10.341849,01/12/1972,117,The Poseidon Adventure,7.3,274,6.99
en,Dangerous Liaisons,11.46781,16/12/1988,119,Dangerous Liaisons,7.1,267,6.99
en,The Godfather: Part III,17.185349,24/12/1990,162,The Godfather: Part III,7.1,1589,6.99
en,Saving Private Ryan,21.758054,24/07/1998,169,Saving Private Ryan,7.9,5148,7.99
en,Out of the Past,5.34379,13/11/1947,97,Out of the Past,7.6,111,7.99
en,Doctor Zhivago,8.489499,22/12/1965,197,Doctor Zhivago,7.4,252,6.99
en,Blue Velvet,7.882247,01/08/1986,120,Blue Velvet,7.7,758,7.99
en,The Jungle Book,22.845448,17/10/1967,78,The Jungle Book,7.1,1791,6.99
en,The Little Mermaid,17.496832,17/11/1989,83,The Little Mermaid,7.2,1921,6.99
en,Indiana Jones and the Temple of Doom,15.802306,23/05/1984,118,Indiana Jones and the Temple of Doom,7.1,2841,6.99
en,Who's Afraid of Virginia Woolf?,5.564294,21/06/1966,131,Who's Afraid of Virginia Woolf?,7.8,199,7.99
en,Watership Down,5.602126,14/10/1978,88,Watership Down,7.3,159,6.99
en,The Secret of NIMH,10.812275,17/06/1982,82,The Secret of NIMH,7.5,186,7.99
en,The Dark Crystal,13.524001,17/12/1982,93,The Dark Crystal,7.3,233,6.99
en,The Gods Must Be Crazy,10.973482,10/09/1980,109,The Gods Must Be Crazy,7.1,251,6.99
en,Rosemary's Baby,11.504558,12/06/1968,136,Rosemary's Baby,7.5,892,7.99
en,Beetlejuice,10.627364,29/02/1988,92,Beetlejuice,7.1,1475,6.99
en,Déjà Vu,0.438882,22/04/1998,117,Déjà Vu,8,1,7.99
en,Frenzy,5.316387,25/05/1972,116,Frenzy,7.2,162,6.99
en,Marnie,6.409094,09/07/1964,130,Marnie,7.2,233,6.99
en,The Man Who Knew Too Much,12.547763,01/06/1956,120,The Man Who Knew Too Much,7.3,276,6.99
en,Strangers on a Train,15.41773,18/06/1951,101,Strangers on a Train,7.6,379,7.99
en,The Untouchables,11.062203,02/06/1987,119,The Untouchables,7.6,1424,7.99
en,Modulations,0.100482,18/09/1998,75,Modulations,8.5,2,7.99
en,Lifeboat,7.773354,11/01/1944,96,Lifeboat,7.3,112,6.99
en,Shadow of a Doubt,8.007141,16/01/1943,108,Shadow of a Doubt,7.5,219,7.99
en,Suspicion,5.660476,14/11/1941,99,Suspicion,7.1,140,6.99
en,The Lady Vanishes,6.078088,26/07/1938,96,The Lady Vanishes,7.5,183,7.99
en,One Man's Hero,0.996778,02/08/1999,121,One Man's Hero,9.3,2,8.99
en,Say Anything...,6.953646,14/04/1989,100,Say Anything...,7.2,244,6.99
en,Bandit Queen,0.976798,09/09/1994,119,Bandit Queen,7.1,11,6.99
en,If....,12.083475,19/12/1968,111,If....,7.2,80,6.99
en,The Thing,16.83125,25/06/1982,109,The Thing,7.8,1629,7.99
en,Edward Scissorhands,17.612244,05/12/1990,105,Edward Scissorhands,7.5,3731,7.99
en,The Producers,7.433784,22/11/1967,88,The Producers,7.3,177,6.99
en,My Cousin Vinny,7.922216,13/03/1992,120,My Cousin Vinny,7.3,393,6.99
en,Nashville,9.042678,11/06/1975,159,Nashville,7.2,79,6.99
en,The Mighty,6.78844,23/10/1998,100,The Mighty,7.1,51,6.99
en,The Elephant Man,8.405672,02/10/1980,124,The Elephant Man,7.9,740,7.99
en,Happiness,5.493697,16/10/1998,139,Happiness,7.4,197,6.99
en,Pleasantville,11.0874,17/09/1998,124,Pleasantville,7.1,498,6.99
en,American History X,18.157166,30/10/1998,119,American History X,8.2,3120,7.99
en,Elizabeth,7.566321,13/09/1998,124,Elizabeth,7.2,346,6.99
en,Savior,3.699017,20/11/1998,99,Savior,7.1,29,6.99
en,Waking Ned,4.502687,15/09/1998,91,Waking Ned,7.4,58,6.99
en,King Kong,8.73274,07/04/1933,100,King Kong,7.7,346,7.99
en,Rushmore,5.997054,17/09/1998,93,Rushmore,7.5,688,7.99
en,Miracle on 34th Street,5.114032,02/05/1947,96,Miracle on 34th Street,7.4,139,6.99
en,First Blood,14.778884,22/10/1982,93,First Blood,7.2,1523,6.99
en,Clue,7.720009,13/12/1985,94,Clue,7.1,377,6.99
en,National Lampoon's Christmas Vacation,9.802574,01/12/1989,97,National Lampoon's Christmas Vacation,7.1,668,6.99
en,The Thin Red Line,9.783966,25/12/1998,170,The Thin Red Line,7.2,793,6.99
en,The Fly,13.534589,15/08/1986,96,The Fly,7.1,1038,6.99
en,The Texas Chain Saw Massacre,15.526413,01/10/1974,83,The Texas Chain Saw Massacre,7.1,617,6.99
en,The Name of the Rose,11.469751,24/09/1986,130,The Name of the Rose,7.2,739,6.99
en,Still Crazy,11.089962,30/10/1998,92,Still Crazy,7.1,35,6.99
en,Peeping Tom,7.229587,06/04/1960,101,Peeping Tom,7.6,148,7.99
en,The Last Days,1.380947,23/10/1998,87,The Last Days,7.7,10,7.99
en,October Sky,6.652528,19/02/1999,108,October Sky,7.4,259,6.99
en,Office Space,12.329066,19/02/1999,89,Office Space,7.4,1068,6.99
en,The Long Goodbye,7.204017,07/03/1973,113,The Long Goodbye,7.3,112,6.99
en,The Towering Inferno,7.469056,14/12/1974,159,The Towering Inferno,7.1,230,6.99
en,Planet of the Apes,17.784978,07/02/1968,112,Planet of the Apes,7.5,958,7.99
en,"Lock, Stock and Two Smoking Barrels",4.60786,05/03/1998,105,"Lock, Stock and Two Smoking Barrels",7.5,1671,7.99
en,The Haunting,10.461285,18/09/1963,112,The Haunting,7.2,153,6.99
en,Village of the Damned,6.39955,05/11/1960,77,Village of the Damned,7.1,92,6.99
en,The King and I,7.630723,29/06/1956,133,The King and I,7.3,103,6.99
en,The Matrix,33.366332,30/03/1999,136,The Matrix,7.9,9079,7.99
en,10 Things I Hate About You,12.069966,30/03/1999,97,10 Things I Hate About You,7.3,1768,6.99
en,SLC Punk,4.370812,24/09/1998,97,SLC Punk,7.3,93,6.99
en,Mildred Pierce,4.497049,24/09/1945,111,Mildred Pierce,7.4,81,6.99
en,The Castle,4.337545,10/04/1997,85,The Castle,7.4,69,6.99
en,L'assedio,5.435716,14/09/1998,93,Besieged,7.2,14,6.99
en,The Mummy's Tomb,0.674417,23/10/1942,60,The Mummy's Tomb,8.3,6,7.99
en,Dracula,7.503126,12/02/1931,72,Dracula,7.2,254,6.99
en,Frankenstein,8.091603,21/11/1931,71,Frankenstein,7.3,295,6.99
en,The Wolf Man,5.386984,12/12/1941,70,The Wolf Man,7.2,124,6.99
en,The Rocky Horror Picture Show,8.699428,14/08/1975,100,The Rocky Horror Picture Show,7.4,703,6.99
en,Invasion of the Body Snatchers,6.135431,05/02/1956,80,Invasion of the Body Snatchers,7.3,277,6.99
en,"Run Silent, Run Deep",2.73837,27/03/1958,93,"Run Silent, Run Deep",7.5,31,7.99
en,Buena Vista Social Club,11.619416,17/02/1999,105,Buena Vista Social Club,7.3,76,6.99
en,Tarzan,12.453452,18/06/1999,88,Tarzan,7.1,1715,6.99
en,"South Park: Bigger, Longer & Uncut",11.818055,30/06/1999,81,"South Park: Bigger, Longer & Uncut",7.1,916,6.99
en,Eyes Wide Shut,13.268484,14/07/1999,159,Eyes Wide Shut,7.1,1266,6.99
en,The Wood,4.414077,16/07/1999,106,The Wood,7.1,34,6.99
en,Ghostbusters,22.089729,07/06/1984,107,Ghostbusters,7.3,2431,6.99
en,Twin Falls Idaho,1.596052,30/07/1999,111,Twin Falls Idaho,7.1,12,6.99
en,The Killing,10.223264,08/05/1956,85,The Killing,7.7,290,7.99
en,Spartacus,11.110376,06/10/1960,197,Spartacus,7.3,472,6.99
en,Lolita,9.551293,13/06/1962,153,Lolita,7.3,409,6.99
en,Barry Lyndon,14.003467,18/12/1975,184,Barry Lyndon,7.7,521,7.99
en,The Color Purple,11.573562,18/12/1985,154,The Color Purple,7.7,345,7.99
en,Frances,2.077869,03/12/1982,140,Frances,7.1,24,6.99
en,The Iron Giant,15.441459,06/08/1999,86,The Iron Giant,7.6,1470,7.99
en,The Sixth Sense,18.449169,06/08/1999,107,The Sixth Sense,7.7,3223,7.99
en,And Now for Something Completely Different,9.132013,28/09/1971,88,And Now for Something Completely Different,7.1,139,6.99
en,Airplane!,13.063203,02/07/1980,88,Airplane!,7.1,1104,6.99
en,National Lampoon's Vacation,7.747432,28/07/1983,98,National Lampoon's Vacation,7.1,412,6.99
en,Little Nemo: Adventures In Slumberland,2.770568,15/07/1989,85,Little Nemo: Adventures In Slumberland,7.1,36,6.99
en,A Christmas Story,7.337907,18/11/1983,94,A Christmas Story,7.4,352,6.99
en,Three Days of the Condor,14.364447,24/09/1975,117,Three Days of the Condor,7.2,234,6.99
en,Yellow Submarine,14.950187,17/07/1968,90,Yellow Submarine,7.1,114,6.99
en,American Beauty,20.726578,15/09/1999,122,American Beauty,7.9,3438,7.99
en,Stop Making Sense,2.359569,16/11/1984,88,Stop Making Sense,8.7,47,8.99
en,A Hard Day's Night,5.719266,06/07/1964,88,A Hard Day's Night,7.3,172,6.99
en,The Buddy Holly Story,2.017413,18/05/1978,113,The Buddy Holly Story,7.5,33,7.99
en,Deliverance,8.476681,30/07/1972,109,Deliverance,7.2,441,6.99
en,Excalibur,8.800455,10/04/1981,140,Excalibur,7.1,241,6.99
en,Boys Don't Cry,6.536006,02/09/1999,118,Boys Don't Cry,7.2,360,6.99
en,Total Recall,12.954444,01/06/1990,113,Total Recall,7.1,1745,6.99
en,Body Heat,5.991482,28/08/1981,113,Body Heat,7.1,128,6.99
en,Ferris Bueller's Day Off,12.724645,11/06/1986,103,Ferris Bueller's Day Off,7.5,1340,7.99
en,High Plains Drifter,9.91087,19/04/1973,105,High Plains Drifter,7.4,284,6.99
en,Brief Encounter,5.408818,24/11/1945,86,Brief Encounter,7.6,123,7.99
en,Reds,5.463216,25/12/1981,195,Reds,7.1,70,6.99
en,Days of Heaven,7.380825,13/09/1978,94,Days of Heaven,7.6,236,7.99
en,The Lady Eve,8.35844,25/02/1941,97,The Lady Eve,7.5,74,7.99
en,Sullivan's Travels,8.64244,30/11/1941,90,Sullivan's Travels,8,100,7.99
en,Gilda,4.562074,14/02/1946,110,Gilda,7.6,113,7.99
en,The Dirty Dozen,15.640007,15/06/1967,150,The Dirty Dozen,7.5,309,7.99
en,Goldfinger,13.78884,17/09/1964,110,Goldfinger,7.2,1005,6.99
en,Fight Club,63.869599,15/10/1999,139,Fight Club,8.3,9678,7.99
en,The Bad Seed,7.975238,12/09/1956,129,The Bad Seed,7.1,91,6.99
en,All That Jazz,5.632325,20/12/1979,123,All That Jazz,7.3,88,6.99
en,Crimes and Misdemeanors,6.645295,13/10/1989,104,Crimes and Misdemeanors,7.4,201,6.99
en,RoboCop,13.485583,17/07/1987,102,RoboCop,7.1,1494,6.99
en,Who Framed Roger Rabbit,16.78596,21/06/1988,104,Who Framed Roger Rabbit,7.2,1466,6.99
en,Being John Malkovich,11.416319,30/09/1999,112,Being John Malkovich,7.3,1124,6.99
en,The Insider,11.3569,28/10/1999,157,The Insider,7.3,489,6.99
en,"They Shoot Horses, Don't They?",4.904915,10/12/1969,129,"They Shoot Horses, Don't They?",7.4,51,6.99
en,Falling Down,10.175138,26/02/1993,113,Falling Down,7.2,837,6.99
en,The General,8.002953,31/12/1926,79,The General,8,240,7.99
en,Rough Night in Jericho,1.078688,01/01/1967,104,Rough Night in Jericho,7.3,5,6.99
en,Mister Roberts,2.593458,13/07/1955,123,Mister Roberts,7.3,43,6.99
en,Little Big Man,8.186994,14/12/1970,139,Little Big Man,7.5,128,7.99
en,A Face in the Crowd,6.656685,17/10/1957,125,A Face in the Crowd,7.4,48,6.99
en,Trading Places,14.285052,07/06/1983,116,Trading Places,7.1,763,6.99
en,The Commitments,7.442056,14/08/1991,118,The Commitments,7.4,132,6.99
en,The Longest Day,10.770928,25/09/1962,178,The Longest Day,7.3,237,6.99
en,The Verdict,9.596883,08/12/1982,129,The Verdict,7.4,132,6.99
en,Stand and Deliver,5.355761,11/03/1988,103,Stand and Deliver,7.3,60,6.99
en,Jeremiah Johnson,4.711031,10/09/1972,108,Jeremiah Johnson,7.5,126,7.99
en,Repulsion,6.825852,01/06/1965,105,Repulsion,7.5,218,7.99
en,Irma la Douce,5.967967,04/06/1963,135,Irma la Douce,7.1,74,6.99
en,Harvey,5.306185,13/10/1950,104,Harvey,7.7,159,7.99
en,Matewan,3.350126,28/08/1987,132,Matewan,7.2,33,6.99
en,McCabe & Mrs. Miller,5.442081,24/06/1971,120,McCabe & Mrs. Miller,7.3,82,6.99
en,The Grapes of Wrath,9.668636,15/03/1940,129,The Grapes of Wrath,7.8,211,7.99
en,The Shop Around the Corner,7.144236,11/01/1940,99,The Shop Around the Corner,7.9,107,7.99
en,Midnight Run,5.564321,20/07/1988,126,Midnight Run,7.2,241,6.99
en,Awakenings,13.201595,19/12/1990,120,Awakenings,7.6,568,7.99
en,The Fisher King,11.184385,09/09/1991,137,The Fisher King,7.2,346,6.99
en,Places in the Heart,3.712567,11/09/1984,111,Places in the Heart,7.1,31,6.99
en,Toy Story 2,17.547693,30/10/1999,92,Toy Story 2,7.3,3914,6.99
en,The Green Mile,19.96678,10/12/1999,189,The Green Mile,8.2,4166,7.99
en,The War Zone,3.46626,11/06/1999,98,The War Zone,7.2,54,6.99
en,The Last Picture Show,5.961382,03/10/1971,118,The Last Picture Show,7.6,133,7.99
en,Magnolia,9.091636,08/12/1999,188,Magnolia,7.5,844,7.99
en,The Talented Mr. Ripley,11.65502,25/12/1999,139,The Talented Mr. Ripley,7.1,790,6.99
en,The Hurricane,5.716009,17/09/1999,146,The Hurricane,7.2,401,6.99
en,"Girl, Interrupted",8.285062,21/12/1999,127,"Girl, Interrupted",7.6,747,7.99
en,Theeviravaathi: The Terrorist,0.154526,12/09/1998,95,The Terrorist,8.1,4,7.99
en,The Way We Were,13.377996,17/10/1973,118,The Way We Were,7.1,87,6.99
en,Stalag 17,9.47371,29/05/1953,120,Stalag 17,7.6,143,7.99
en,Papillon,15.698433,13/12/1973,151,Papillon,7.8,445,7.99
en,The Last Detail,4.344612,11/12/1973,103,The Last Detail,7.1,85,6.99
en,Five Easy Pieces,9.721297,12/09/1970,98,Five Easy Pieces,7.2,114,6.99
en,Batman: Mask of the Phantasm,7.29114,25/12/1993,76,Batman: Mask of the Phantasm,7.4,218,6.99
en,Seven Chances,4.590055,11/03/1925,56,Seven Chances,7.3,49,6.99
en,The Goodbye Girl,3.937139,30/11/1977,111,The Goodbye Girl,7.3,37,6.99
en,Scent of a Woman,14.505987,23/12/1992,157,Scent of a Woman,7.3,763,6.99
en,Twin Peaks: Fire Walk with Me,8.736538,03/06/1992,134,Twin Peaks: Fire Walk with Me,7.3,429,6.99
en,Of Mice and Men,6.112112,16/09/1992,110,Of Mice and Men,7.1,147,6.99
en,The Boondock Saints,12.457908,22/01/1999,108,The Boondock Saints,7.2,848,6.99
en,The Brandon Teena Story,0.107046,23/09/1998,89,The Brandon Teena Story,7.3,3,6.99
en,The Big Combo,1.787278,15/02/1955,84,The Big Combo,7.2,25,6.99
en,"To Sir, with Love",8.138554,14/06/1967,105,"To Sir, with Love",7.6,72,7.99
en,Blue Collar,1.379256,10/02/1978,114,Blue Collar,7.2,30,6.99
en,City Lights,10.891524,30/01/1931,87,City Lights,8.2,444,7.99
en,The Kid,8.168456,21/01/1921,68,The Kid,8,404,7.99
en,Ghost Dog: The Way of the Samurai,9.368099,13/09/1999,116,Ghost Dog: The Way of the Samurai,7.2,306,6.99
en,Splendor in the Grass,9.739448,10/10/1961,124,Splendor in the Grass,7.1,49,6.99
en,Key Largo,7.588489,31/07/1948,100,Key Largo,7.6,124,7.99
en,The Night Visitor,1.529024,01/01/1971,106,The Night Visitor,7.3,6,6.99
en,A Raisin in the Sun,2.501072,28/05/1961,128,A Raisin in the Sun,7.1,26,6.99
en,Breaking Away,4.806374,24/05/1979,100,Breaking Away,7.4,80,6.99
en,Hoosiers,6.484495,14/11/1986,114,Hoosiers,7.1,143,6.99
en,Dog Day Afternoon,7.530126,11/08/1975,125,Dog Day Afternoon,7.6,685,7.99
en,The Asphalt Jungle,12.86559,22/05/1950,112,The Asphalt Jungle,7.5,102,7.99
en,The Searchers,7.803856,13/03/1956,119,The Searchers,7.7,332,7.99
en,The Big Country,4.671032,30/09/1958,165,The Big Country,7.8,70,7.99
en,The Taking of Pelham One Two Three,7.762833,02/10/1974,104,The Taking of Pelham One Two Three,7.6,109,7.99
en,JFK,13.813146,20/12/1991,189,JFK,7.5,513,7.99
en,A Night to Remember,6.560231,16/12/1958,123,A Night to Remember,7.5,45,7.99
en,Erin Brockovich,10.135446,17/03/2000,131,Erin Brockovich,7.1,730,6.99
en,Thelma & Louise,14.785388,24/05/1991,130,Thelma & Louise,7.2,766,6.99
en,Do the Right Thing,10.465403,30/06/1989,120,Do the Right Thing,7.6,301,7.99
en,Double Indemnity,6.49432,24/04/1944,107,Double Indemnity,8,425,7.99
en,"Good Morning, Vietnam",9.023282,23/12/1987,121,"Good Morning, Vietnam",7.1,658,6.99
en,Guess Who's Coming to Dinner,5.032469,11/12/1967,108,Guess Who's Coming to Dinner,7.6,174,7.99
en,Modern Times,8.159556,05/02/1936,87,Modern Times,8.1,881,7.99
en,Hud,4.526285,29/05/1963,112,Hud,7.4,69,6.99
en,The Hustler,9.333533,25/09/1961,134,The Hustler,7.6,243,7.99
en,Inherit the Wind,6.302173,24/06/1960,128,Inherit the Wind,7.6,93,7.99
en,Close Encounters of the Third Kind,10.610446,16/11/1977,135,Close Encounters of the Third Kind,7.2,1122,6.99
en,Jacob's Ladder,8.176863,02/11/1990,113,Jacob's Ladder,7.3,376,6.99
en,El Dorado,7.070669,17/12/1966,120,El Dorado,7.2,96,6.99
en,True Grit,12.497833,11/06/1969,128,True Grit,7.3,205,6.99
en,Midnight Express,7.186048,12/09/1978,121,Midnight Express,7.6,309,7.99
en,Misery,15.020845,28/11/1990,107,Misery,7.6,1085,7.99
en,Network,13.180457,01/11/1976,121,Network,7.8,391,7.99
en,The Odd Couple,8.3539,07/02/1968,106,The Odd Couple,7.5,121,7.99
en,The Outlaw Josey Wales,5.849522,30/06/1976,135,The Outlaw Josey Wales,7.4,303,6.99
en,Predator,18.495694,11/06/1987,107,Predator,7.3,2129,6.99
en,American Psycho,13.686715,13/04/2000,102,American Psycho,7.3,2128,6.99
en,The Filth and the Fury,2.756553,29/03/2000,108,The Filth and the Fury,7.3,29,6.99
en,Cabaret,10.82887,13/02/1972,124,Cabaret,7.4,210,6.99
en,What Ever Happened to Baby Jane?,4.857003,31/10/1962,135,What Ever Happened to Baby Jane?,7.9,210,7.99
en,Marathon Man,6.006812,05/10/1976,125,Marathon Man,7.2,227,6.99
en,Love & Basketball,5.733227,21/04/2000,124,Love & Basketball,7.5,93,7.99
en,The Virgin Suicides,10.505387,21/04/1999,97,The Virgin Suicides,7.1,841,6.99
en,Limelight,10.755881,31/10/1952,137,Limelight,8,99,7.99
en,Gladiator,23.186667,01/05/2000,155,Gladiator,7.9,5566,7.99
en,The Gold Rush,6.202041,25/06/1925,95,The Gold Rush,7.7,308,7.99
en,Monsieur Verdoux,6.466517,11/04/1947,124,Monsieur Verdoux,7.9,74,7.99
en,A King in New York,4.182204,25/10/1957,110,A King in New York,7.1,38,6.99
en,The Guns of Navarone,8.522673,27/04/1961,158,The Guns of Navarone,7.3,191,6.99
en,Romeo and Juliet,6.99099,02/04/1968,138,Romeo and Juliet,7.3,145,6.99
en,Blazing Saddles,13.233262,07/02/1974,93,Blazing Saddles,7.2,619,6.99
en,Eraserhead,7.871001,19/03/1977,89,Eraserhead,7.5,500,7.99
en,Baraka,9.925348,15/09/1992,96,Baraka,8,156,7.99
en,Magnum Force,10.226181,23/12/1973,124,Magnum Force,7.1,251,6.99
en,Blood Simple,8.884,07/09/1984,97,Blood Simple,7.3,308,6.99
en,Mad Max 2,11.189831,24/12/1981,95,Mad Max 2: The Road Warrior,7.3,981,6.99
en,American Pop,2.340967,13/02/1981,96,American Pop,7.2,21,6.99
en,Assault on Precinct 13,11.881808,05/11/1976,91,Assault on Precinct 13,7.1,223,6.99
en,The Conversation,13.245638,07/04/1974,113,The Conversation,7.5,377,7.99
en,Prince of the City,3.598627,19/08/1981,167,Prince of the City,7.3,40,6.99
en,Serpico,12.842165,05/12/1973,129,Serpico,7.5,429,7.99
en,Ace in the Hole,11.046411,29/06/1951,111,Ace in the Hole,7.9,128,7.99
en,Lonely Are the Brave,2.277618,24/05/1962,107,Lonely Are the Brave,7.5,25,7.99
en,Big Trouble in Little China,11.109932,30/05/1986,99,Big Trouble in Little China,7.1,727,6.99
en,Badlands,16.641976,15/10/1973,94,Badlands,7.5,301,7.99
en,Bound by Honor,6.398031,05/02/1993,180,Bound by Honor,7.7,116,7.99
en,Blow-Up,10.59036,18/12/1966,111,Blow-Up,7.3,227,6.99
en,Anatomy of a Murder,9.473772,01/07/1959,160,Anatomy of a Murder,7.7,207,7.99
en,Pot o' Gold,0.941322,03/04/1941,86,Pot o' Gold,7.3,3,6.99
en,Kelly's Heroes,8.418662,22/06/1970,144,Kelly's Heroes,7.2,191,6.99
en,Steel Magnolias,7.14561,15/11/1989,119,Steel Magnolias,7.1,146,6.99
en,The Naked Gun: From the Files of Police Squad!,15.698222,02/12/1988,85,The Naked Gun: From the Files of Police Squad!,7.1,1020,6.99
en,Shane,6.63816,23/04/1953,118,Shane,7.3,143,6.99
en,Almost Famous,9.086699,15/09/2000,122,Almost Famous,7.4,807,6.99
en,Dancer in the Dark,10.684806,17/05/2000,140,Dancer in the Dark,7.7,392,7.99
en,Remember the Titans,6.587726,29/09/2000,113,Remember the Titans,7.4,835,6.99
en,Bud Abbott Lou Costello Meet Frankenstein,4.372409,15/06/1948,83,Abbott and Costello Meet Frankenstein,7.4,80,6.99
en,The Invisible Man,5.192905,13/11/1933,71,The Invisible Man,7.3,151,6.99
en,The Time Machine,12.054356,17/08/1960,103,The Time Machine,7.5,217,7.99
en,Detour,3.392467,30/11/1945,67,Detour,7.3,64,6.99
en,Billy Elliot,12.158424,18/05/2000,110,Billy Elliot,7.4,774,6.99
en,One Day in September,1.039367,22/10/1999,94,One Day in September,7.3,14,6.99
en,"Planes, Trains and Automobiles",9.420183,26/11/1987,93,"Planes, Trains and Automobiles",7.1,567,6.99
en,The Transformers: The Movie,6.759181,08/08/1986,84,The Transformers: The Movie,7.1,134,6.99
en,Snatch,14.014025,01/09/2000,103,Snatch,7.7,2953,7.99
en,The Emperor's New Groove,12.297375,09/12/2000,78,The Emperor's New Groove,7.2,1544,6.99
en,Cast Away,21.296343,22/12/2000,143,Cast Away,7.5,3304,7.99
en,"O Brother, Where Art Thou?",12.434175,30/08/2000,106,"O Brother, Where Art Thou?",7.3,1144,6.99
en,The Man in the Moon,8.799169,30/09/1991,99,The Man in the Moon,7.1,56,6.99
en,Coffy,3.029275,13/06/1973,91,Coffy,7.2,58,6.99
en,Barfly,15.170192,02/09/1987,100,Barfly,7.3,80,6.99
en,Eddie Murphy Raw,11.266569,25/11/1987,90,Eddie Murphy Raw,7.4,106,6.99
en,Empire of the Sun,10.220906,09/12/1987,153,Empire of the Sun,7.3,491,6.99
en,The Evil Dead,10.421679,15/10/1981,85,The Evil Dead,7.3,913,6.99
en,Simon Magus,0.313628,17/02/1999,101,Simon Magus,10,1,9.99
en,Of Mice and Men,0.995919,30/12/1939,106,Of Mice and Men,7.3,19,6.99
en,The Unbelievable Truth,2.407454,01/04/1989,90,The Unbelievable Truth,7.4,18,6.99
en,Elmer Gantry,6.409512,19/06/1960,146,Elmer Gantry,7.3,41,6.99
en,Enemy at the Gates,10.704813,13/03/2001,131,Enemy at the Gates,7.2,1023,6.99
en,Memento,15.450789,11/10/2000,113,Memento,8.1,4168,7.99
en,Blow,12.332223,04/04/2001,124,Blow,7.4,1352,6.99
en,Kingdom Come,0.986251,01/01/2011,88,Kingdom Come,8,1,7.99
en,Scarface,11.299673,08/12/1983,170,Scarface,8,3017,7.99
en,Days of Wine and Roses,3.942198,26/12/1962,117,Days of Wine and Roses,7.5,39,7.99
en,Shrek,17.987728,16/05/2001,90,Shrek,7.3,4183,6.99
en,Moulin Rouge!,13.691781,09/03/2001,127,Moulin Rouge!,7.4,1348,6.99
en,Eight Men Out,4.861698,02/09/1988,119,Eight Men Out,7.5,63,7.99
en,Mississippi Burning,13.971865,08/12/1988,128,Mississippi Burning,7.4,336,6.99
en,The Magnificent Seven,10.650752,22/10/1960,128,The Magnificent Seven,7.4,472,6.99
en,Rio Bravo,10.847383,17/03/1959,141,Rio Bravo,7.6,265,7.99
en,The Sand Pebbles,11.354247,20/12/1966,182,The Sand Pebbles,7.2,59,6.99
en,Gentlemen Prefer Blondes,7.174547,14/07/1953,91,Gentlemen Prefer Blondes,7.1,169,6.99
en,Baby Boy,9.503157,27/06/2001,130,Baby Boy,7.3,57,6.99
en,The Man Who Shot Liberty Valance,6.641827,22/04/1962,123,The Man Who Shot Liberty Valance,7.4,272,6.99
en,The Day the Earth Caught Fire,3.150237,01/11/1961,98,The Day the Earth Caught Fire,7.3,28,6.99
en,All That Heaven Allows,3.922641,25/12/1955,89,All That Heaven Allows,7.4,66,6.99
en,Kiss Me Deadly,7.224904,18/05/1955,106,Kiss Me Deadly,7.1,81,6.99
en,The Lion in Winter,7.056355,01/01/1968,134,The Lion in Winter,7.6,89,7.99
en,Sweet Smell of Success,5.196222,27/06/1957,96,Sweet Smell of Success,7.5,108,7.99
en,Michael Jordan to the Max,2.047132,05/05/2000,46,Michael Jordan to the Max,7.5,10,7.99
en,Imagine: John Lennon,1.69806,07/10/1988,100,Imagine: John Lennon,7.3,25,6.99
en,The Return of the Living Dead,6.258984,15/05/1985,91,The Return of the Living Dead,7.3,270,6.99
en,They Live,11.292364,23/11/1988,94,They Live,7.1,562,6.99
en,Let It Ride,6.657723,18/08/1989,90,Let It Ride,7.1,28,6.99
en,Miracle Mile,10.018693,19/05/1989,87,Miracle Mile,7.2,50,6.99
en,Ghost World,5.460971,20/07/2001,111,Ghost World,7.1,433,6.99
en,Hedwig and the Angry Inch,4.446806,20/07/2001,95,Hedwig and the Angry Inch,7.4,81,6.99
en,Santa sangre,6.813784,01/05/1989,123,Santa Sangre,7.1,73,6.99
en,Black Robe,1.730199,05/09/1991,101,Black Robe,7.5,18,7.99
