original_language,original_title,popularity,release_date,runtime,title,vote_average,vote_count,price
en,Hymyjen maa,0.091356,17/04/2015,59,The Land of Smiles,8,1,7.99
en,Rubble Kings,1.750743,19/06/2015,71,Rubble Kings,7.1,8,6.99
en,Living It Up,0.449448,15/07/1954,95,Living It Up,7.8,4,7.99
en,Homebodies,1.00E-06,01/09/1974,96,Homebodies,7.3,3,6.99
en,Khamosh,0.522812,01/01/1985,102,Khamosh,7.5,1,7.99
en,Khamoshi: The Musical,0.530361,09/08/1996,159,Khamoshi: The Musical,7.6,5,7.99
en,Break Free,0.377272,14/07/2014,5,Break Free,8,5,7.99
en,The Victors,1.047518,22/11/1963,175,The Victors,8.2,6,7.99
en,Creed,33.449723,25/11/2015,133,Creed,7.3,1963,6.99
en,Twinsters,2.867932,17/07/2015,90,Twinsters,7.6,71,7.99
en,A Dandy in Aspic,0.193278,02/04/1968,107,A Dandy in Aspic,7.5,4,7.99
en,Johnny 2.0,0.270593,12/09/1998,94,Johnny 2.0,7.5,2,7.99
en,This Isn't Funny,0.417405,06/11/2015,86,This Isn't Funny,7.7,3,7.99
en,Deep Blues,1.00E-06,01/04/1992,91,Deep Blues,8,1,7.99
en,The Smile Man,1.338163,15/06/2013,10,The Smile Man,7.4,18,6.99
en,Envelope,0.414002,28/05/2012,17,Envelope,7.7,10,7.99
en,A Summer Story,1.123477,11/08/1988,95,A Summer Story,7.6,7,7.99
en,The Ties That Bind,0.187825,27/11/2015,57,The Ties That Bind,7.3,3,6.99
en,Bardelys the Magnificent,0.978542,30/09/1926,90,Bardelys the Magnificent,8,1,7.99
en,Cattle Town,0.314719,06/09/1952,71,Cattle Town,10,1,9.99
en,The Big Short,13.143061,11/12/2015,130,The Big Short,7.3,2679,6.99
en,Chaos on the Bridge,1.16084,25/08/2015,59,Chaos on the Bridge,7.4,13,6.99
en,For Lovers Only,0.890792,12/07/2011,88,For Lovers Only,7.2,10,6.99
en,Anuvahood,6.231965,18/03/2011,88,Anuvahood,7.4,21,6.99
en,OzLand,0.486995,08/02/2015,115,OzLand,7.4,4,6.99
en,The Testaments,0.614776,24/03/2000,65,The Testaments,7.2,9,6.99
en,Elaine Stritch: At Liberty,0.089067,01/01/2002,140,Elaine Stritch: At Liberty,10,1,9.99
en,Nocturnal Animals,18.908782,04/11/2016,116,Nocturnal Animals,7.2,1990,6.99
en,A Syrian Love Story,0.198835,09/06/2015,76,A Syrian Love Story,7.6,5,7.99
en,Pimpernel Smith,1.523435,26/07/1941,120,Pimpernel Smith,7.3,10,6.99
en,Steve McQueen: The Man & Le Mans,0.673276,16/05/2015,112,Steve McQueen: The Man & Le Mans,7.6,9,7.99
en,Beyond the Blackboard,2.984173,24/04/2011,100,Beyond the Blackboard,7.1,17,6.99
en,Science Fiction,0.12252,28/09/2002,90,Science Fiction,8,1,7.99
en,Eddie the Eagle,7.528276,26/02/2016,106,Eddie the Eagle,7.2,682,6.99
en,Liquidation,0.132189,10/01/2007,644,Liquidation,7.3,3,6.99
en,Racing Extinction,3.003456,24/01/2015,90,Racing Extinction,7.8,51,7.99
en,Looking for Grace,0.224351,26/01/2016,100,Looking for Grace,10,1,9.99
en,Alone Yet Not Alone,1.34867,01/09/2013,103,Alone Yet Not Alone,7.3,3,6.99
en,The Eagle Huntress,1.43679,02/11/2016,87,The Eagle Huntress,7.3,28,6.99
en,B.B. King: The Life of Riley,2.147188,15/10/2012,123,B.B. King: The Life of Riley,7.5,5,7.99
en,Holding the Man,4.766482,27/08/2015,128,Holding the Man,7.8,111,7.99
en,Me Before You,34.34759,02/06/2016,110,Me Before You,7.6,2674,7.99
en,The Cinema Snob Movie,0.045236,27/09/2012,124,The Cinema Snob Movie,9,1,8.99
en,Grease Live,4.456394,31/01/2016,180,Grease Live,7.4,112,6.99
en,Zootopia,26.024868,11/02/2016,108,Zootopia,7.7,4961,7.99
en,Satan's Cheerleaders,0.221465,01/06/1977,92,Satan's Cheerleaders,7.3,5,6.99
en,The Fear of 13,1.824486,15/10/2015,96,The Fear of 13,8,45,7.99
en,Mad at the Moon,1.225055,16/09/1992,98,Mad at the Moon,10,1,9.99
en,"Butcher, Baker, Nightmare Maker",2.332268,24/02/1982,96,"Butcher, Baker, Nightmare Maker",7.2,15,6.99
en,Regular Show: The Movie,2.920392,01/09/2015,70,Regular Show: The Movie,7.3,40,6.99
en,Doomed! The Untold Story of Roger Corman's The Fantastic Four,0.851054,10/07/2015,85,Doomed! The Untold Story of Roger Corman's The Fantastic Four,7.8,8,7.99
en,Please Subscribe,0.925468,23/03/2013,79,Please Subscribe,7.4,8,6.99
en,Oil City Confidential,0.408882,20/10/2009,104,Oil City Confidential,8.5,2,7.99
en,Hunt for the Wilderpeople,9.259371,31/03/2016,101,Hunt for the Wilderpeople,7.8,453,7.99
en,Rabbits,2.607215,01/01/2002,42,Rabbits,7.1,64,6.99
en,Os canibais,0.000308,02/06/1988,90,The Cannibals,7.7,3,7.99
en,Shuttlecock Boys,0.071618,02/08/2012,76,Shuttlecock Boys,10,1,9.99
en,Hammer & Tickle,0.300646,08/01/2007,89,Hammer & Tickle,8.3,3,7.99
en,Homegrown: The Counter-Terror Dilemma,0.352202,08/02/2016,93,Homegrown: The Counter-Terror Dilemma,8,1,7.99
en,Secrets of Life,0.072334,06/11/1956,70,Secrets of Life,8,2,7.99
en,Remember,10.200553,23/10/2015,94,Remember,7.4,173,6.99
en,The Man from Hong Kong,1.547134,31/07/1975,111,The Man from Hong Kong,7.3,11,6.99
en,Eye in the Sky,10.564701,11/09/2015,102,Eye in the Sky,7.2,532,6.99
en,Kareem: Minority of One,0.497687,03/11/2015,89,Kareem: Minority of One,7.8,4,7.99
en,Monster High: Great Scarrier Reef,2.586309,12/02/2016,69,Monster High Great Scarrier Reef,7.2,11,6.99
en,???e ?a?d? ??? G??µµata,0.554045,30/09/1981,96,"Learn How to Read and Write, Son",7.1,5,6.99
en,Love's Routine,0.723927,19/06/2013,9,Love's Routine,7.3,4,6.99
en,Haack ...The King of Techno,0.037986,19/01/2004,70,Haack ...The King of Techno,8,1,7.99
en,This Is The Life,0.040758,08/02/2008,97,This Is The Life,8,1,7.99
en,Sunshine Superman,0.984906,22/05/2015,100,Sunshine Superman,7.2,10,6.99
en,Everything Is Copy,1.490797,29/09/2015,89,Everything Is Copy,7.6,8,7.99
en,Only the Dead See The End of War,0.855416,11/06/2015,78,Only the Dead See The End of War,8,14,7.99
en,Zero Days,3.785788,08/07/2016,116,Zero Days,7.5,73,7.99
en,Sing Street,10.672862,11/03/2016,106,Sing Street,8,669,7.99
en,Bowery Battalion,0.462816,24/01/1951,69,Bowery Battalion,10,1,9.99
en,Private Eyes,0.158484,06/12/1953,64,Private Eyes,8,1,7.99
en,High Society,0.065699,17/04/1955,61,High Society,8,1,7.99
en,Angry Indian Goddesses,1.147328,18/09/2015,115,Angry Indian Goddesses,7.7,6,7.99
en,Day One,0.280555,16/04/2015,25,Day One,7.4,5,6.99
en,The Pack,0.035862,20/11/1977,95,The Pack,7.5,2,7.99
en,A Good American,0.233104,23/09/2016,100,A Good American,7.5,2,7.99
en,Very Semi-Serious,0.192604,19/04/2015,83,Very Semi-Serious,7.3,4,6.99
en,From Bedrooms to Billions,0.702079,03/10/2014,162,From Bedrooms to Billions,7.1,4,6.99
en,Sherpa,2.590546,07/06/2015,96,Sherpa,7.4,12,6.99
en,The Education of Sonny Carson,0.000308,17/07/1974,104,The Education of Sonny Carson,7.3,2,6.99
en,Blondie Goes Latin,0.411367,27/02/1941,72,Blondie Goes Latin,8,3,7.99
en,The Man Who Knew Infinity,8.445423,08/04/2016,108,The Man Who Knew Infinity,7.2,314,6.99
en,Disney's Very Merry Christmas Sing Along Songs,1.043798,05/11/2002,54,Disney's Very Merry Christmas Sing Along Songs,7.1,6,6.99
en,"Houston, We Have a Problem!",0.902847,05/05/2016,88,"Houston, We Have a Problem!",8.7,9,8.99
en,Tickled,7.418452,24/01/2016,92,Tickled,7.3,94,6.99
en,N Is a Number: A Portrait of Paul Erdös,0.102862,13/05/1993,57,N Is a Number: A Portrait of Paul Erdös,7.7,3,7.99
en,11.22.63,5.791978,15/02/2016,432,11.22.63,8,213,7.99
en,??????? Enzeru Koppu,1.00E-06,31/10/1989,180,Angel Cop,7.8,3,7.99
en,Twisted,0.305248,28/11/2013,133,Twisted,7.1,7,6.99
en,About Mrs. Leslie,0.457418,03/08/1954,104,About Mrs. Leslie,8.5,2,7.99
en,The Search for Freedom,0.358329,06/08/2015,0,The Search for Freedom,7.5,4,7.99
en,Fresh,0.086169,26/05/2009,72,Fresh,8.3,2,7.99
en,The Beautiful Truth,0.288359,14/11/2008,91,The Beautiful Truth,7.3,4,6.99
en,Super Juice Me!,0.212307,26/04/2014,96,Super Juice Me!,7.3,5,6.99
en,Kang rinpoche,0.518048,10/09/2015,115,Paths of the Soul,7.8,5,7.99
en,Captain Fantastic,16.519276,02/07/2016,119,Captain Fantastic,7.9,1569,7.99
en,My Beautiful Broken Brain,1.434217,18/03/2016,84,My Beautiful Broken Brain,7.2,23,6.99
en,Catching Out,0.072941,11/01/2003,79,Catching Out,7.8,2,7.99
en,Plastic Utopia,0.215128,04/10/1997,98,Plastic Utopia,8,1,7.99
en,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,0.216848,09/04/2016,108,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,8.3,4,7.99
en,The Fundamentals of Caring,6.138199,16/06/2016,93,The Fundamentals of Caring,7.4,560,6.99
en,Loot,1.015563,01/05/1970,101,Loot,8,3,7.99
en,Tab Hunter Confidential,0.864349,15/03/2015,90,Tab Hunter Confidential,7.6,12,7.99
en,Future Shock! The Story of 2000AD,0.353387,19/09/2014,110,Future Shock! The Story of 2000AD,7.3,6,6.99
en,Old Fashioned: The Story of the Wisconsin Supper Club,0.057691,10/04/2015,51,Old Fashioned: The Story of the Wisconsin Supper Club,10,1,9.99
en,Planet Earth,4.501137,10/12/2006,550,Planet Earth,8.8,176,8.99
en,Life,3.267728,14/12/2009,500,Life,8.5,65,7.99
en,Pelé: Birth of a Legend,6.979073,06/05/2016,107,Pelé: Birth of a Legend,7.3,175,6.99
en,?? ???,0.455081,10/07/2014,114,Confession,8.8,4,8.99
en,Roots,1.541295,30/05/2016,383,Roots,7.3,13,6.99
en,Bloodmoon,0.514095,20/06/1997,102,Bloodmoon,7.4,5,6.99
en,Devil Dogs of the Air,0.076001,09/02/1935,85,Devil Dogs of the Air,8,2,7.99
en,De Palma,2.120782,10/06/2016,108,De Palma,7.3,33,6.99
en,Patterns of Evidence: The Exodus,0.261811,14/01/2015,115,Patterns of Evidence: The Exodus,8.3,3,7.99
en,Dragons: A Fantasy Made Real,0.77455,01/12/2004,99,Dragons: A Fantasy Made Real,7.1,5,6.99
en,"Life, Animated",2.395349,03/03/2016,91,"Life, Animated",7.9,49,7.99
en,The Rolling Stones Rock and Roll Circus,1.291844,16/10/1996,65,The Rolling Stones Rock and Roll Circus,7.4,10,6.99
en,Nerve,14.9837,27/07/2016,96,Nerve,7.1,2262,6.99
en,The Grandmother,0.172883,01/01/1970,34,The Grandmother,7.2,32,6.99
en,The Lost Valentine,3.672708,30/01/2011,100,The Lost Valentine,7.2,29,6.99
en,Undrafted,1.198056,15/07/2016,100,Undrafted,7.2,10,6.99
en,The Iceman: Confessions of a Mafia Hitman,0.565873,01/03/2001,90,The Iceman: Confessions of a Mafia Hitman,7.3,8,6.99
en,Looking: The Movie,3.641354,24/07/2016,85,Looking: The Movie,7.1,70,6.99
en,The Far Pavilions,1.178475,21/04/1984,320,The Far Pavilions,10,1,9.99
en,Hell or High Water,12.565896,12/08/2016,102,Hell or High Water,7.2,1304,6.99
en,????????,0.124803,25/03/1977,0,The Dragon Lives Again,10,1,9.99
en,Protagonist,0.080801,02/12/2007,90,Protagonist,8,1,7.99
en,Pufnstuf,0.007223,03/05/1970,94,Pufnstuf,7.7,6,7.99
en,Sunnyside Up,0.401213,25/12/1929,121,Sunnyside Up,10,1,9.99
en,The Edge of Seventeen,9.51953,18/11/2016,104,The Edge of Seventeen,7.3,952,6.99
en,Bazodee,0.379968,05/08/2016,101,Bazodee,10,1,9.99
en,Hacking Democracy,0.302182,01/01/2006,82,Hacking Democracy,7.7,7,7.99
en,Moonlight,14.171675,21/10/2016,111,Moonlight,7.3,1831,6.99
en,Ghosts of Abu Ghraib,0.017756,01/01/2007,78,Ghosts of Abu Ghraib,8,1,7.99
en,Footsteps in the Fog,0.550094,14/09/1955,90,Footsteps in the Fog,7.7,7,7.99
en,Kubo and the Two Strings,12.321832,18/08/2016,102,Kubo and the Two Strings,7.7,982,7.99
en,High Strung,6.625607,08/04/2016,96,High Strung,7.1,256,6.99
en,Arisan! 2,0.18744,01/12/2011,119,Arisan! 2,8,1,7.99
en,Louis C.K.: One Night Stand,0.841152,19/08/2005,30,Louis C.K.: One Night Stand,7.3,8,6.99
en,Lost Songs: The Basement Tapes Continued,0.682102,21/11/2014,106,Lost Songs: The Basement Tapes Continued,7.8,2,7.99
en,Chasing Great,0.645155,01/09/2016,105,Chasing Great,9.3,3,8.99
en,The Vanishing Prairie,0.170691,17/08/1954,71,The Vanishing Prairie,8,3,7.99
en,The Legend of Nigger Charley,0.129052,16/03/1972,98,The Legend of Nigger Charley,8.5,2,7.99
en,Hacksaw Ridge,21.037699,07/10/2016,140,Hacksaw Ridge,7.8,3294,7.99
en,For the Love of Spock,3.087962,09/09/2016,105,For the Love of Spock,7.8,48,7.99
en,The Beatles: Eight Days a Week - The Touring Years,7.078301,15/09/2016,99,The Beatles: Eight Days a Week - The Touring Years,7.6,92,7.99
en,The Promise,9.555114,21/04/2017,130,The Promise,7.3,69,6.99
en,What Remains,0.043363,01/01/2005,80,What Remains,8,1,7.99
en,Arrival,30.83786,10/11/2016,113,Arrival,7.2,5729,6.99
en,Traceroute,0.26434,28/04/2016,120,Traceroute,8.7,4,8.99
en,Kicks,5.206871,09/09/2016,80,Kicks,7.5,19,7.99
en,Love Never Dies,2.199476,08/02/2012,120,Love Never Dies,7.5,20,7.99
en,Clearcut,0.211595,10/09/1991,100,Clearcut,8.5,4,7.99
en,La La Land,19.681686,29/11/2016,128,La La Land,7.9,4745,7.99
en,13th,8.255986,07/10/2016,100,13th,8,133,7.99
en,The Siege of Jadotville,6.042021,19/09/2016,108,The Siege of Jadotville,7.3,165,6.99
en,Chasing Freedom,0.060736,19/01/2004,120,Chasing Freedom,8,1,7.99
en,After the Promise,0.1377,11/10/1987,90,After the Promise,7.6,5,7.99
en,Batman: Return of the Caped Crusaders,3.495883,08/10/2016,78,Batman: Return of the Caped Crusaders,7.2,37,6.99
en,An Evening of Edgar Allan Poe,0.301566,01/01/1970,53,An Evening of Edgar Allan Poe,7.8,8,7.99
en,Into the Woods,0.551363,31/03/2011,153,Into the Woods,9,2,8.99
en,Borrowed Time,3.73344,31/10/2015,7,Borrowed Time,7.8,55,7.99
en,The Red Pill,4.057445,07/10/2016,117,The Red Pill,8,30,7.99
en,Killjoy's Psycho Circus,0.168822,30/10/2016,120,Killjoy's Psycho Circus,9,1,8.99
en,Ethel & Ernest,1.383611,28/10/2016,94,Ethel & Ernest,7.8,20,7.99
en,Before the Flood,5.812786,21/10/2016,93,Before the Flood,7.9,200,7.99
en,Lion,17.085145,24/11/2016,118,Lion,8,1699,7.99
en,The Thinning,7.084179,12/10/2016,90,The Thinning,7.6,92,7.99
en,Tanna,2.114326,16/10/2015,100,Tanna,7.4,25,6.99
en,"Quiet Riot: Well Now You're Here, There's No Way Back",0.085212,29/04/2014,104,"Quiet Riot: Well Now You're Here, There's No Way Back",9.5,2,9.99
en,Trapped,0.172762,24/01/2016,83,Trapped,7.8,4,7.99
en,Pure Pwnage: Teh Movie,0.525851,23/01/2016,91,Pure Pwnage: Teh Movie,8.4,5,7.99
en,The Ivory Game,1.69652,02/09/2016,112,The Ivory Game,7.9,19,7.99
en,HyperNormalisation,2.403055,16/10/2016,166,HyperNormalisation,8.1,26,7.99
en,The Secret Garden,1.871616,30/11/1987,100,The Secret Garden,7.4,17,6.99
en,Forever Female,0.824347,13/01/1954,93,Forever Female,7.4,4,6.99
en,Sour Grapes,1.104042,27/05/2016,86,Sour Grapes,8.3,15,7.99
en,Food Choices,2.911189,21/04/2016,90,Food Choices,8.2,19,7.99
en,Moana,9.143457,23/11/2016,107,Moana,7.3,3471,6.99
en,The Space Between Us,11.824404,26/01/2017,121,The Space Between Us,7.2,564,6.99
en,Rogue One: A Star Wars Story,36.567575,14/12/2016,133,Rogue One: A Star Wars Story,7.4,5111,6.99
en,Miss Sloane,14.017754,25/11/2016,132,Miss Sloane,7.2,317,6.99
en,Bwakaw,0.079287,05/09/2012,104,Voracious,8,1,7.99
en,Hidden Figures,16.816834,10/12/2016,127,Hidden Figures,7.8,2178,7.99
en,The Maker,1.675201,01/06/2011,6,The Maker,7.9,38,7.99
en,This Beautiful Fantastic,3.202684,20/10/2016,100,This Beautiful Fantastic,7.3,41,6.99
en,Perri,0.617774,28/08/1957,75,Perri,7.3,4,6.99
en,Five,1.627043,10/10/2011,87,Five,7.4,11,6.99
en,Manifesto,2.02267,15/06/2017,130,Manifesto,8,4,7.99
en,Maula Jat,0.017521,10/02/1979,156,Maula Jat,10,1,9.99
en,Ballerina,16.53732,14/12/2016,89,Ballerina,7.1,415,6.99
en,A Street Cat Named Bob,9.609879,04/11/2016,103,A Street Cat Named Bob,7.5,195,7.99
en,The Lego Batman Movie,17.070748,08/02/2017,104,The Lego Batman Movie,7.2,1473,6.99
en,Christmas Time In South Park,1.125323,09/10/2000,154,Christmas Time In South Park,7.8,23,7.99
en,Superman/Shazam!: The Return of Black Adam,3.566333,09/11/2010,25,Superman/Shazam!: The Return of Black Adam,7.1,77,6.99
en,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,1.67461,14/05/2016,95,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,7.4,26,6.99
en,Past Life,0.18016,01/12/2016,110,Past Life,8,3,7.99
en,The Young Offenders,10.491428,16/09/2016,84,The Young Offenders,7.5,40,7.99
en,Marvel One-Shot: Agent Carter,5.847531,08/09/2013,15,Marvel One-Shot: Agent Carter,7.5,183,7.99
en,Special Delivery,0.114527,01/01/1978,7,Special Delivery,7.3,4,6.99
en,Get Out,36.894806,24/02/2017,104,Get Out,7.2,2978,6.99
en,Logan,54.581997,28/02/2017,137,Logan,7.6,6310,7.99
en,T2 Trainspotting,17.645877,27/01/2017,117,T2 Trainspotting,7.1,795,6.99
en,Jet Boy,0.901269,30/09/2001,99,Jet Boy,7.2,9,6.99
en,The Big Sick,23.424794,23/06/2017,120,The Big Sick,7.7,249,7.99
en,Ingrid Goes West,3.647596,11/08/2017,97,Ingrid Goes West,7.6,18,7.99
en,Private Property,0.81767,20/01/1960,79,Private Property,7.5,4,7.99
en,Trumped: Inside the Greatest Political Upset of All Time,0.317396,27/01/2017,105,Trumped: Inside the Greatest Political Upset of All Time,7.8,5,7.99
en,Come Together,1.817364,27/11/2016,4,Come Together,7.6,41,7.99
en,Tashi and the Monk,0.984709,17/08/2015,39,Tashi and the Monk,9,2,8.99
en,Secrets In The Snow,0.095549,08/01/2013,90,Secrets In The Snow,8,1,7.99
en,The Escape,0.325683,23/10/2016,13,The Escape,7.2,6,6.99
en,To Walk Invisible,3.792964,29/12/2016,120,To Walk Invisible,7.8,11,7.99
en,The Up in Smoke Tour,1.312333,02/12/2000,119,The Up in Smoke Tour,7.7,18,7.99
en,Teenage Kicks,0.174875,15/10/2016,98,Teenage Kicks,7.7,3,7.99
en,Traumstadt,0.387376,15/11/1973,124,Dream City,7.5,2,7.99
en,Becoming Warren Buffett,1.279124,30/01/2017,90,Becoming Warren Buffett,7.4,7,6.99
en,Theo Von: No Offense,0.401253,26/02/2016,66,Theo Von: No Offense,7.7,3,7.99
en,Stephen Lynch: Hello Kalamazoo,0.724499,21/03/2016,92,Stephen Lynch: Hello Kalamazoo,10,1,9.99
en,Sister Cities,1.846995,17/09/2016,86,Sister Cities,7.5,12,7.99
en,Happy End,0.612191,19/05/2016,6,Happy End,8.3,3,7.99
en,Mel Brooks: Live at the Geffen,0.061709,31/01/2015,58,Mel Brooks: Live at the Geffen,8,1,7.99
en,Christopher Titus: Angry Pursuit of Happiness,0.671568,27/09/2014,105,Christopher Titus: Angry Pursuit of Happiness,10,2,9.99
en,John Bishop Supersonic Live,0.15601,16/11/2015,80,John Bishop Supersonic Live,7.5,2,7.99
en,Kevin Bridges Live: A Whole Different Story,0.510089,23/11/2015,89,Kevin Bridges Live: A Whole Different Story,8.6,5,8.99
en,Tom of Finland,2.808389,27/01/2017,115,Tom of Finland,7.5,8,7.99
en,Donald Cried,0.37476,03/03/2017,85,Donald Cried,8,2,7.99
en,Zombie Pizza,0.26915,27/04/2017,94,Zombie Pizza,9.3,2,8.99
en,Their Finest,17.958512,06/04/2017,117,Their Finest,7.1,64,6.99
en,Moshe Kasher: Live in Oakland,0.121612,26/10/2012,60,Moshe Kasher: Live in Oakland,7.2,3,6.99
en,Prohibition,1.433433,02/10/2011,330,Prohibition,7.6,7,7.99
en,Tess of the D'Urbervilles,1.783157,14/09/2008,240,Tess of the D'Urbervilles,7.2,15,6.99
en,God's Compass,0.077313,21/04/2016,103,God's Compass,9,1,8.99
en,The Scapegoat,0.759452,06/08/1959,91,The Scapegoat,8,2,7.99
en,Rad,5.624953,21/03/1986,91,Rad,7.1,27,6.99
en,Dave Chappelle: The Age of Spin,2.520099,21/03/2017,67,Dave Chappelle: The Age of Spin,7.6,43,7.99
en,The Evil Within,2.559746,13/06/2017,98,The Evil Within,7.4,11,6.99
en,Dave Chappelle: Deep in the Heart of Texas,2.162462,21/03/2017,66,Dave Chappelle: Deep in the Heart of Texas,8,38,7.99
en,Is That a Gun in Your Pocket?,1.045741,16/09/2016,95,Is That a Gun in Your Pocket?,9,3,8.99
en,The Zookeeper's Wife,13.655178,31/03/2017,126,The Zookeeper's Wife,7.1,160,6.99
en,Band of Brothers,7.903731,09/09/2001,705,Band of Brothers,8.2,725,7.99
en,"Everything, Everything",12.108048,19/05/2017,96,"Everything, Everything",7.3,670,6.99
en,"Dr. Syn, Alias the Scarecrow",1.452854,06/12/1963,98,"Dr. Syn, Alias the Scarecrow",8,2,7.99
en,Betting on Zero,0.983882,17/03/2017,99,Betting on Zero,7.1,16,6.99
en,Megan Leavey,11.852169,09/06/2017,116,Megan Leavey,7.1,101,6.99
en,Maudie,6.404957,14/04/2017,115,Maudie,7.6,20,7.99
en,The Book of Henry,24.553725,16/06/2017,105,The Book of Henry,7.6,84,7.99
en,Only For One Night,0.698883,01/10/2016,87,Only For One Night,8,3,7.99
en,Bloodfight,0.255977,24/06/1989,100,Bloodfight,9,1,8.99
en,Robin Williams: A Night at the Met,1.196539,09/08/1986,65,Robin Williams: A Night at the Met,7.7,7,7.99
en,Bill Hicks: It's Just a Ride,0.734406,18/06/1994,41,Bill Hicks: It's Just a Ride,8,4,7.99
en,Ates Böcegi,0.957019,16/09/1975,84,Firefly,10,1,9.99
en,Tosun Pasa,0.91597,01/01/1976,94,Tosun Pasha,8.6,10,8.99
en,Pet Fooled,0.281319,06/05/2016,70,Pet Fooled,7.3,3,6.99
en,Pink Floyd: Live at Pompeii,5.855108,31/08/1972,85,Pink Floyd: Live at Pompeii,8.3,35,7.99
en,Robin Williams: Live on Broadway,5.372191,14/07/2002,99,Robin Williams: Live on Broadway,7.2,15,6.99
en,The Reagan Show,0.20617,22/04/2017,75,The Reagan Show,10,1,9.99
en,Baby Driver,228.032744,28/06/2017,113,Baby Driver,7.2,2083,6.99
en,Generation Iron 2,2.004971,12/05/2017,106,Generation Iron 2,8.3,7,7.99
en,Miss Saigon: 25th Anniversary,1.932469,22/09/2016,144,Miss Saigon: 25th Anniversary,8.9,10,8.99
en,"Monster High: Boo York, Boo York",3.393803,19/10/2015,72,"Monster High: Boo York, Boo York",7.3,17,6.99
en,A Billion Lives,0.286447,11/05/2016,94,A Billion Lives,9.5,6,9.99
en,Touch and Go,1.491589,22/08/1986,101,Touch and Go,7.1,8,6.99
en,Plain Clothes,0.872768,01/01/1988,98,Plain Clothes,7.6,7,7.99
en,The Night Before,3.351537,15/04/1988,85,The Night Before,7.4,12,6.99
en,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,0.764447,10/08/2004,61,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,8.4,5,7.99
en,Deal of a Lifetime,0.113878,01/01/1999,94,Deal of a Lifetime,7.7,3,7.99
en,Mythbusters Holiday Special,1.186651,06/12/2006,44,Mythbusters Holiday Special,7.5,88,7.99
en,Mommy Dead and Dearest,1.418073,11/03/2017,82,Mommy Dead and Dearest,7.2,18,6.99
en,Tickling Giants,0.289103,15/03/2017,111,Tickling Giants,8.2,5,7.99
en,Revengeance,1.09508,05/04/2017,71,Revengeance,8,2,7.99
en,The Thing That Couldn't Die,0.909133,27/06/1958,69,The Thing That Couldn't Die,7.5,8,7.99
en,Becoming Bond,1.053472,11/03/2017,91,Becoming Bond,7.1,10,6.99
en,Red Nose Day Actually,5.753444,24/03/2017,15,Red Nose Day Actually,7.7,29,7.99
en,The Mad Scientist,0.330478,26/09/1941,10,The Mad Scientist,7.3,7,6.99
en,Classic Albums : The Who - Who's Next,0.073418,21/10/1999,60,Classic Albums: The Who - Who's Next,7.5,2,7.99
en,Shadow World,0.356383,16/04/2016,94,Shadow World,8.3,4,7.99
en,The Mars Generation,0.774638,20/01/2017,97,The Mars Generation,7.5,10,7.99
en,The Pass,6.710179,16/03/2016,87,The Pass,7.2,23,6.99
en,Metalocalypse: The Doomstar Requiem,1.586754,27/10/2013,60,Metalocalypse: The Doomstar Requiem,7.7,9,7.99
en,The Farthest,1.196529,26/02/2017,120,The Farthest,8.3,6,7.99
en,Harold and Lillian: A Hollywood Love Story,0.115872,17/11/2015,96,Harold and Lillian: A Hollywood Love Story,10,1,9.99
en,McLaren,1.487037,25/05/2017,94,McLaren,8,13,7.99
en,Tiger Shark,1.350072,24/09/1932,77,Tiger Shark,7.8,3,7.99
en,Growing Up Smith,1.435904,03/02/2017,102,Growing Up Smith,7.4,7,6.99
en,What Happened to Monday,60.581223,18/08/2017,123,What Happened to Monday,7.3,598,6.99
en,Dunkirk,30.938854,19/07/2017,107,Dunkirk,7.5,2712,7.99
en,The Keepers,1.57617,19/05/2017,432,The Keepers,7.9,16,7.99
en,Princes of the Yen,0.337719,05/11/2014,0,Princes of the Yen,9,1,8.99
en,The Putin Interviews,0.642527,12/06/2017,240,The Putin Interviews,8.1,8,7.99
en,Orange Sunshine,0.435053,14/03/2016,105,Orange Sunshine,7.3,3,6.99
en,American Wrestler: The Wizard,2.4738,23/04/2016,117,American Wrestler: The Wizard,7.8,6,7.99
en,Chasing Trane,0.519968,14/04/2017,99,Chasing Trane,8,2,7.99
en,Aroused,2.358338,20/02/2013,73,Aroused,7.2,11,6.99
en,Meet Me in Venice,0.410722,02/07/2015,90,Meet Me in Venice,7.5,2,7.99
en,Five Came Back,1.218882,31/03/2017,195,Five Came Back,8.3,8,7.99
en,7 Days in September,0.040398,06/09/2002,94,7 Days in September,8,1,7.99
en,Batman Beyond: The Movie,2.363167,10/01/1999,132,Batman Beyond: The Movie,7.2,41,6.99
en,Cru,1.276517,21/06/2014,85,Cru,8,2,7.99
en,Heartworn Highways,0.113782,01/05/1976,92,Heartworn Highways,8.3,2,7.99
en,Dansen op de vulkaan,0.274267,30/10/2014,83,Dansen op de vulkaan,7.2,6,6.99
en,The Hippopotamus,2.080934,19/03/2017,86,The Hippopotamus,7.1,18,6.99
en,Wind River,40.796775,03/08/2017,111,Wind River,7.4,181,6.99
